conversation_id,turn_index,role,content,tags,source_section,content_normalized
conv_1086,1,user,كيف تُدار التحقيقات؟,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459),كيف تدار التحقيقات؟
conv_1086,2,assistant,دون تأخير غير معقول وبالعدل والشفافية. تتضمن تكليف لجنة، الإحالة، دراسة القرائن، تحقيق مكتوب، وتوصية بالقرارات ترفع لمجلس الإدارة.,التحقيقات,الباب الثاني > سياسة التحقيقات (ص453–459),دون تاخير غير معقول وبالعدل والشفافية. تتضمن تكليف لجنة، الاحالة، دراسة القراءن، تحقيق مكتوب، وتوصية بالقرارات ترفع لمجلس الادارة.
conv_1087,0,system,أنت مساعد امتثال.,عدم_التسامح_المطلق,الباب الثاني > سياسة عدم التسامح المطلق (ص465–468),انت مساعد امتثال.
conv_1087,1,user,ما المقصود بعدم التسامح المطلق؟,عدم_التسامح_المطلق,الباب الثاني > سياسة عدم التسامح المطلق (ص465–468),ما المقصود بعدم التسامح المطلق؟
conv_1087,2,assistant,منع وإدارة السلوكيات غير القانونية أو غير اللائقة. ثبوت التحرش/التنمر/التمييز يعرّض الموظف لإجراء فوري قد يصل للفصل.,عدم_التسامح_المطلق,الباب الثاني > سياسة عدم التسامح المطلق (ص465–468),منع وادارة السلوكيات غير القانونية او غير اللاءقة. ثبوت التحرش/التنمر/التمييز يعرض الموظف لاجراء فوري قد يصل للفصل.
conv_1088,0,system,أنت مساعد تنظيم.,الدرجات_الوظيفية,الباب الثالث > الدرجات الوظيفية (ص492),انت مساعد تنظيم.
conv_1088,1,user,ما الفروقات بين الدرجات الوظيفية؟,الدرجات_الوظيفية,الباب الثالث > الدرجات الوظيفية (ص492),ما الفروقات بين الدرجات الوظيفية؟
conv_1088,2,assistant,درجة 8: الرئيس التنفيذي؛ 7: مدير دائرة؛ 6: مهني-مختص أول؛ 5: مهني-مختص؛ 4: موظفون جدد وخدمات.,الدرجات_الوظيفية,الباب الثالث > الدرجات الوظيفية (ص492),درجة 8: الرءيس التنفيذي؛ 7: مدير داءرة؛ 6: مهني-مختص اول؛ 5: مهني-مختص؛ 4: موظفون جدد وخدمات.
conv_1089,0,system,أنت مساعد حوكمة.,تعريف_الإجراءات,الباب الثالث > تعريف الإجراءات (ص484–489),انت مساعد حوكمة.
conv_1089,1,user,ما تعريفات الأدوار في المصفوفة؟,تعريف_الإجراءات,الباب الثالث > تعريف الإجراءات (ص484–489),ما تعريفات الادوار في المصفوفة؟
conv_1089,2,assistant,يصادق: يدرس ويتسلم المستندات لإبداء الرأي؛ يعتمد: يقر وثيقة فتصبح ملزمة؛ يوصي: يرفع اقتراحًا؛ ينسق: يتواصل لجمع البيانات؛ يطّلع/يدرس: يطالع البيانات والمستندات؛ يُعد/يحضّر: يجمع ويعد المستندات للعرض؛ يقترح: يطلب مناقشة وإصدار قرار.,تعريف_الإجراءات,الباب الثالث > تعريف الإجراءات (ص484–489),يصادق: يدرس ويتسلم المستندات لابداء الراي؛ يعتمد: يقر وثيقة فتصبح ملزمة؛ يوصي: يرفع اقتراحا؛ ينسق: يتواصل لجمع البيانات؛ يطلع/يدرس: يطالع البيانات والمستندات؛ يعد/يحضر: يجمع ويعد المستندات للعرض؛ يقترح: يطلب مناقشة واصدار قرار.
conv_1090,0,system,أنت مساعد تنظيم.,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),انت مساعد تنظيم.
conv_1090,1,user,ما أمثلة بنود مصفوفة الصلاحيات؟,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),ما امثلة بنود مصفوفة الصلاحيات؟
conv_1090,2,assistant,رؤية ورسالة المؤسسة، الموازنة التقديرية، طلبات الشراء، إجازات الموظفين، الترقيات، لجان التحقيق، توقيع الجزاءات—مع تحديد جهة الاعتماد/التوصية لكل درجة (مجلس الإدارة حتى درجة 4).,مصفوفة_الصلاحيات,الباب الثالث > مصفوفة الصلاحيات (ص493–519),رءية ورسالة المءسسة، الموازنة التقديرية، طلبات الشراء، اجازات الموظفين، الترقيات، لجان التحقيق، توقيع الجزاءات-مع تحديد جهة الاعتماد/التوصية لكل درجة (مجلس الادارة حتي درجة 4).
conv_1091,0,system,أنت مساعد سياسات.,ساعات_العمل,الباب الأول > 3.3 (ص55),انت مساعد سياسات.
conv_1091,1,user,ما جدول الدوام الأسبوعي بالتحديد؟,ساعات_العمل,الباب الأول > 3.3 (ص55),ما جدول الدوام الاسبوعي بالتحديد؟
conv_1091,2,assistant,الأحد–الخميس من 8:00 إلى 17:00.,ساعات_العمل,الباب الأول > 3.3 (ص55),الاحد-الخميس من 8:00 الي 17:00.
conv_1092,0,system,أنت مساعد سياسات.,ساعات_العمل,الباب الأول > 3.3 (ص55),انت مساعد سياسات.
conv_1092,1,user,هل يمكن تغيير ساعات الدوام المعتادة؟,ساعات_العمل,الباب الأول > 3.3 (ص55),هل يمكن تغيير ساعات الدوام المعتادة؟
conv_1092,2,assistant,لا، إلا بإذن خطي من الرئيس التنفيذي.,ساعات_العمل,الباب الأول > 3.3 (ص55),لا، الا باذن خطي من الرءيس التنفيذي.
conv_1093,0,system,أنت مساعد سياسات.,ساعات_العمل,الباب الأول > 3.3 (ص55),انت مساعد سياسات.
conv_1093,1,user,كم إجمالي الساعات الأسبوعية الرسمية؟,ساعات_العمل,الباب الأول > 3.3 (ص55),كم اجمالي الساعات الاسبوعية الرسمية؟
conv_1093,2,assistant,42.5 ساعة أسبوعيًا.,ساعات_العمل,الباب الأول > 3.3 (ص55),42.5 ساعة اسبوعيا.
conv_1094,0,system,أنت مساعد سياسات.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),انت مساعد سياسات.
conv_1094,1,user,كيف تتغير السنوية مع الأقدمية؟,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),كيف تتغير السنوية مع الاقدمية؟
conv_1094,2,assistant,14/18/21 يومًا حسب الأقدمية (سنتان/أربع سنوات).,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),14/18/21 يوما حسب الاقدمية (سنتان/اربع سنوات).
conv_1095,0,system,أنت مساعد سياسات.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),انت مساعد سياسات.
conv_1095,1,user,هل أستطيع جمع الإجازات لأكثر من سنتين؟,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),هل استطيع جمع الاجازات لاكثر من سنتين؟
conv_1095,2,assistant,لا، الحد سنتان متتاليتان فقط.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),لا، الحد سنتان متتاليتان فقط.
conv_1096,0,system,أنت مساعد سياسات.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),انت مساعد سياسات.
conv_1096,1,user,متى يجب تقديم طلب الإجازة؟,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),متي يجب تقديم طلب الاجازة؟
conv_1096,2,assistant,قبل 3 أيام عمل للإجازات <3 أيام، وأسبوع على الأقل إذا زادت عن 3 أيام.,الإجازة_السنوية,الباب الأول > 3.7.4 (ص75–77),قبل 3 ايام عمل للاجازات <3 ايام، واسبوع علي الاقل اذا زادت عن 3 ايام.
conv_1097,0,system,أنت مساعد سياسات.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),انت مساعد سياسات.
conv_1097,1,user,ما التعرفة داخل المدينة؟,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),ما التعرفة داخل المدينة؟
conv_1097,2,assistant,1 شيكل/كم للسيارات حتى 4 طن.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),1 شيكل/كم للسيارات حتي 4 طن.
conv_1098,0,system,أنت مساعد سياسات.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),انت مساعد سياسات.
conv_1098,1,user,هل تُغطى رحلة الذهاب من المنزل إلى العمل؟,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),هل تغطي رحلة الذهاب من المنزل الي العمل؟
conv_1098,2,assistant,لا، تُستثنى.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),لا، تستثني.
conv_1099,0,system,أنت مساعد سياسات.,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),انت مساعد سياسات.
conv_1099,1,user,ما التعرفة بين المدن؟,بدل_مواصلات,الباب الأول > 3.5.4 (ص63–64),ما التعرفة بين المدن؟
